Link	Title	Author	normalized_url	lanacion_nid	internal_dup	repo_status	matched_post_qmd	pertinence	draft_eligible	draft_qmd	suggested_slug	notes
https://www.linkedin.com/pulse/moral-distance-artificial-intelligence-eduardo-levy-yeyati-2wpjf/?trackingId=KZXfG5n1reAcWy3XeZYDVQ%3D%3D	The Moral Distance of Artificial Intelligence	Eduardo Levy Yeyati	https://www.linkedin.com/pulse/moral-distance-artificial-intelligence-eduardo-levy-yeyati-2wpjf			candidate		yes	yes	the-moral-distance-of-artificial-intelligence.qmd	the-moral-distance-of-artificial-intelligence	
https://www.lanacion.com.ar/opinion/que-futuro-refleja-el-boom-de-acciones-tecnologicas-nid19112025/	¿Qué futuro refleja el boom de acciones tecnológicas?		https://www.lanacion.com.ar/opinion/que-futuro-refleja-el-boom-de-acciones-tecnologicas-nid19112025	19112025		candidate		yes	yes	que-futuro-refleja-el-boom-de-acciones-tecnologicas.qmd	que-futuro-refleja-el-boom-de-acciones-tecnologicas	
https://www.lanacion.com.ar/ideas/fuera-de-control-el-verdadero-peligro-de-la-ia-no-es-que-piense-por-si-misma-nid04102025/	Fuera de control: El verdadero peligro de la IA no es que piense por sí misma		https://www.lanacion.com.ar/ideas/fuera-de-control-el-verdadero-peligro-de-la-ia-no-es-que-piense-por-si-misma-nid04102025	04102025		candidate		yes	yes	fuera-de-control-el-verdadero-peligro-de-la-ia-no-es-que-piense-por-si-misma.qmd	fuera-de-control-el-verdadero-peligro-de-la-ia-no-es-que-piense-por-si-misma	
https://www.lanacion.com.ar/opinion/una-inteligencia-artificial-que-hable-nuestro-idioma-nid10092025/	Una inteligencia artificial que hable nuestro idioma		https://www.lanacion.com.ar/opinion/una-inteligencia-artificial-que-hable-nuestro-idioma-nid10092025	10092025		published	una-inteligencia-artificial-que-hable-nuestro-idioma.qmd	yes	no		una-inteligencia-artificial-que-hable-nuestro-idioma	
https://www.lanacion.com.ar/ideas/saberes-el-riesgo-de-tercerizar-en-la-ia-las-tareas-complejas-de-pensamiento-nid09082025/	Saberes: El riesgo de tercerizar en la IA las tareas complejas de pensamiento		https://www.lanacion.com.ar/ideas/saberes-el-riesgo-de-tercerizar-en-la-ia-las-tareas-complejas-de-pensamiento-nid09082025	09082025		published	la-paradoja-de-tercerizar-el-pensamiento-en-la-ia.qmd	yes	no		saberes-el-riesgo-de-tercerizar-en-la-ia-las-tareas-complejas-de-pensamiento	
https://www.lanacion.com.ar/ideas/deepseek-una-via-a-la-soberania-tecnologica-o-una-nueva-dependencia-nid22022025/	DeepSeek: ¿Una vía a la “soberanía” tecnológica o una nueva dependencia?		https://www.lanacion.com.ar/ideas/deepseek-una-via-a-la-soberania-tecnologica-o-una-nueva-dependencia-nid22022025	22022025		published	deepseek-atajo-a-la-soberanía-tecnológica-o-nueva-dependencia.qmd	yes	no		deepseek-una-vía-a-la-soberanía-tecnológica-o-una-nueva-dependencia	
https://www.lanacion.com.ar/economia/amando-al-robot-la-fragil-linea-entre-lo-real-y-lo-artificial-nid27102024/	Amando al robot: la frágil línea entre lo real y lo artificial		https://www.lanacion.com.ar/economia/amando-al-robot-la-fragil-linea-entre-lo-real-y-lo-artificial-nid27102024	27102024		candidate		yes	yes	amando-al-robot-la-fragil-linea-entre-lo-real-y-lo-artificial.qmd	amando-al-robot-la-fragil-linea-entre-lo-real-y-lo-artificial	
https://www.lanacion.com.ar/ideas/factor-humano-cual-es-el-tipo-de-conocimiento-humano-al-que-aun-no-llega-la-inteligencia-artificial-nid21092024/	¿Cuál es el tipo de conocimiento humano al que aún no llega la inteligencia artificial?		https://www.lanacion.com.ar/ideas/factor-humano-cual-es-el-tipo-de-conocimiento-humano-al-que-aun-no-llega-la-inteligencia-artificial-nid21092024	21092024		candidate		yes	yes	cual-es-el-tipo-de-conocimiento-humano-al-que-aun-no-llega-la-inteligencia-artificial.qmd	cual-es-el-tipo-de-conocimiento-humano-al-que-aun-no-llega-la-inteligencia-artificial	
https://www.lanacion.com.ar/economia/el-futuro-siempre-incierto-probablemente-no-sea-solo-tecnologico-sino-tambien-humano-nid15092024/	El futuro, siempre incierto, probablemente no sea solo tecnológico, sino también humano		https://www.lanacion.com.ar/economia/el-futuro-siempre-incierto-probablemente-no-sea-solo-tecnologico-sino-tambien-humano-nid15092024	15092024		candidate		yes	yes	el-futuro-siempre-incierto-probablemente-no-sea-solo-tecnologico-sino-tambien-humano.qmd	el-futuro-siempre-incierto-probablemente-no-sea-solo-tecnologico-sino-tambien-humano	
https://cepr.org/voxeu/columns/market-value-non-degree-credentials-new-evidence-37-million-us-workers	La IA y el trabajo: el factor humano será clave en el desarrollo y uso de la inteligencia artificial general		https://cepr.org/voxeu/columns/market-value-non-degree-credentials-new-evidence-37-million-us-workers			candidate		yes	yes	la-ia-y-el-trabajo-el-factor-humano-sera-clave-en-el-desarrollo-y-uso-de-la-inteligencia-artificial-general.qmd	la-ia-y-el-trabajo-el-factor-humano-sera-clave-en-el-desarrollo-y-uso-de-la-inteligencia-artificial-general	
https://www.brookings.edu/articles/the-market-value-of-non-degree-credentials/?b=1	The market value of non-degree credentials: New evidence from 37 million US workers		https://www.brookings.edu/articles/the-market-value-of-non-degree-credentials			candidate		duplicate_csv_row	no		the-market-value-of-non-degree-credentials-new-evidence-from-37-million-us-worke	same_study_cepr_brookings_pick_one
https://www.brookings.edu/articles/the-hal-dilemma-why-ai-obedience-may-be-more-dangerous-than-ai-rebellion/	The HAL dilemma: Why AI obedience may be more dangerous than AI rebellion		https://www.brookings.edu/articles/the-hal-dilemma-why-ai-obedience-may-be-more-dangerous-than-ai-rebellion			candidate		yes	yes	the-hal-dilemma-why-ai-obedience-may-be-more-dangerous-than-ai-rebellion.qmd	the-hal-dilemma-why-ai-obedience-may-be-more-dangerous-than-ai-rebellion	
https://www.linkedin.com/pulse/la-paradoja-de-destilaci%C3%B3n-eduardo-levy-yeyati-dmpif/?trackingId=peOqQRVjA1x6als3%2BAdceg%3D%3D	La Paradoja de la Destilación		https://www.linkedin.com/pulse/la-paradoja-de-destilaci%C3%B3n-eduardo-levy-yeyati-dmpif			candidate		yes	yes	la-paradoja-de-la-destilacion.qmd	la-paradoja-de-la-destilacion	
https://www.linkedin.com/pulse/ai-generaci%C3%B3n-beta-educaci%C3%B3n-eduardo-levy-yeyati-jw0yf/	AI, generación beta & educación		https://www.linkedin.com/pulse/ai-generaci%C3%B3n-beta-educaci%C3%B3n-eduardo-levy-yeyati-jw0yf			candidate		yes	yes	ai-generacion-beta-educacion.qmd	ai-generacion-beta-educacion	
https://publications.iadb.org/en/publications/english/viewer/Generative-AI-in-Education-A-Framework-for-Leveraging-Digital-Tools-in-Latin-American-Classrooms.pdf	Generative AI in Education: A Framework for Leveraging Digital Tools in Latin American Classrooms		https://publications.iadb.org/en/publications/english/viewer/Generative-AI-in-Education-A-Framework-for-Leveraging-Digital-Tools-in-Latin-American-Classrooms.pdf			candidate		yes	yes	generative-ai-in-education-a-framework-for-leveraging-digital-tools-in-latin-american-classrooms.qmd	generative-ai-in-education-a-framework-for-leveraging-digital-tools-in-latin-american-classrooms	same_title_pdf_and_utdt_pick_one
https://www.brookings.edu/articles/latam-gpt-and-the-search-for-ai-sovereignty/	Latam-GPT and the search for AI sovereignty		https://www.brookings.edu/articles/latam-gpt-and-the-search-for-ai-sovereignty			candidate		yes	yes	latam-gpt-and-the-search-for-ai-sovereignty.qmd	latam-gpt-and-the-search-for-ai-sovereignty	
https://www.eldiarioar.com/opinion/regulacion-ia-america-latina-urgencia-capacidad-real_129_12822725.html	Regulación de la IA en América Latina: entre la urgencia y la capacidad real		https://www.eldiarioar.com/opinion/regulacion-ia-america-latina-urgencia-capacidad-real_129_12822725.html			candidate		yes	yes	regulacion-de-la-ia-en-america-latina-entre-la-urgencia-y-la-capacidad-real.qmd	regulacion-de-la-ia-en-america-latina-entre-la-urgencia-y-la-capacidad-real	
https://www.linkedin.com/pulse/we-training-ai-test-eduardo-levy-yeyati-lhnqf/?trackingId=63wO6MpGi5j9MH5rXY1ofw%3D%3D	Are We Training AI to the Test?		https://www.linkedin.com/pulse/we-training-ai-test-eduardo-levy-yeyati-lhnqf			candidate		yes	yes	are-we-training-ai-to-the-test.qmd	are-we-training-ai-to-the-test	
https://cepr.org/voxeu/columns/labour-market-institutions-ai-era-need-verified-employment-records	Labour market institutions for the AI era: The need for verified employment records		https://cepr.org/voxeu/columns/labour-market-institutions-ai-era-need-verified-employment-records			candidate		yes	yes	labour-market-institutions-for-the-ai-era-the-need-for-verified-employment-records.qmd	labour-market-institutions-for-the-ai-era-the-need-for-verified-employment-records	
https://publications.iadb.org/en/publications/english/viewer/An-Enabling-Regulatory-Framework-for-Artificial-Intelligence-in-Latin-America-and-the-Caribbean.pdf	An Enabling Regulatory Frame work for Artificial Intelligence in Latin America and the Caribbean Eduardo Levy Yeyati Inter-American Development Bank Institutions for Development Sector November 2025		https://publications.iadb.org/en/publications/english/viewer/An-Enabling-Regulatory-Framework-for-Artificial-Intelligence-in-Latin-America-and-the-Caribbean.pdf			candidate		yes	yes	an-enabling-regulatory-frame-work-for-artificial-intelligence-in-latin-america-and-the-caribbean-eduardo-levy-yeyati-int.qmd	an-enabling-regulatory-frame-work-for-artificial-intelligence-in-latin-america-and-the-caribbean-eduardo-levy-yeyati-int	
https://www.utdt.edu/ver_contenido.php?id_contenido=26406&id_item_menu=31549	Are we ready for AI? A comparative analysis of AI readiness and preparedness indexes		https://www.utdt.edu/ver_contenido.php?id_contenido=26406&id_item_menu=31549			candidate		yes	yes	are-we-ready-for-ai-a-comparative-analysis-of-ai-readiness-and-preparedness-indexes.qmd	are-we-ready-for-ai-a-comparative-analysis-of-ai-readiness-and-preparedness-indexes	
https://www.linkedin.com/pulse/when-we-see-ai-dividend-eduardo-levy-yeyati-gx3wc/?trackingId=O%2FNLvtx3UP2s6MMwUuF7jw%3D%3D	When Will We See the AI Dividend?		https://www.linkedin.com/pulse/when-we-see-ai-dividend-eduardo-levy-yeyati-gx3wc			candidate		yes	yes	when-will-we-see-the-ai-dividend.qmd	when-will-we-see-the-ai-dividend	
https://www.linkedin.com/pulse/hal-skynet-why-ai-consciousness-wrong-question-eduardo-levy-yeyati-myspf/?trackingId=VH2ps0Bfpkx6g7uLNk4YwA%3D%3D	HAL Is No Skynet: Why AI Consciousness Is the Wrong Question		https://www.linkedin.com/pulse/hal-skynet-why-ai-consciousness-wrong-question-eduardo-levy-yeyati-myspf			candidate		yes	yes	hal-is-no-skynet-why-ai-consciousness-is-the-wrong-question.qmd	hal-is-no-skynet-why-ai-consciousness-is-the-wrong-question	
https://www.linkedin.com/in/eduardo-levy-yeyati-76116722/recent-activity/all/	Latin America’s Opportunity in the AI Race		https://www.linkedin.com/in/eduardo-levy-yeyati-76116722/recent-activity/all			exclude		no	no		latin-americas-opportunity-in-the-ai-race	profile_not_article
https://www.linkedin.com/pulse/turing-trap-reverse-ai-cognitive-offloading-paradox-levy-yeyati-buayf/?trackingId=Vpdt2sUS0N9uFmW7S7tHPg%3D%3D	A Turing Trap in Reverse: AI & the Cognitive Offloading Paradox		https://www.linkedin.com/pulse/turing-trap-reverse-ai-cognitive-offloading-paradox-levy-yeyati-buayf			candidate		yes	yes	a-turing-trap-in-reverse-ai-the-cognitive-offloading-paradox.qmd	a-turing-trap-in-reverse-ai-the-cognitive-offloading-paradox	
https://www.linkedin.com/pulse/latin-americas-search-ai-sovereignty-eduardo-levy-yeyati-6bexf/?trackingId=j%2FfV8zop%2FcIb%2BML22iHzlA%3D%3D	Latin America's search for AI sovereignty		https://www.linkedin.com/pulse/latin-americas-search-ai-sovereignty-eduardo-levy-yeyati-6bexf			candidate		yes	yes	latin-america-s-search-for-ai-sovereignty.qmd	latin-america-s-search-for-ai-sovereignty	
https://www.brookings.edu/articles/hybrid-jobs-how-ai-is-rewriting-work-in-finance/	Hybrid jobs: How AI is rewriting work in finance		https://www.brookings.edu/articles/hybrid-jobs-how-ai-is-rewriting-work-in-finance			candidate		yes	yes	hybrid-jobs-how-ai-is-rewriting-work-in-finance.qmd	hybrid-jobs-how-ai-is-rewriting-work-in-finance	
https://americasquarterly.org/article/regulating-ai-on-latin-americas-terms/	Regulating AI on Latin America’s Terms		https://americasquarterly.org/article/regulating-ai-on-latin-americas-terms			candidate		yes	yes	regulating-ai-on-latin-america-s-terms.qmd	regulating-ai-on-latin-america-s-terms	
https://www.brookings.edu/articles/smart-ai-regulation-strategies-for-latin-american-policymakers/	Smart AI regulation strategies for Latin American policymakers		https://www.brookings.edu/articles/smart-ai-regulation-strategies-for-latin-american-policymakers			candidate		yes	yes	smart-ai-regulation-strategies-for-latin-american-policymakers.qmd	smart-ai-regulation-strategies-for-latin-american-policymakers	
https://www.brookings.edu/articles/why-gen-ai-cant-fully-replace-us-for-now/	Why gen AI can’t fully replace us (for now)		https://www.brookings.edu/articles/why-gen-ai-cant-fully-replace-us-for-now			candidate		yes	yes	why-gen-ai-can-t-fully-replace-us-for-now.qmd	why-gen-ai-can-t-fully-replace-us-for-now	
https://www.linkedin.com/pulse/loving-robot-eduardo-levy-yeyati-yvqsf/?trackingId=%2BoOgivitloU%2BzTLhXn5FFg%3D%3D	Loving the Robot		https://www.linkedin.com/pulse/loving-robot-eduardo-levy-yeyati-yvqsf			candidate		yes	yes	loving-the-robot.qmd	loving-the-robot	
https://www.linkedin.com/pulse/knowledge-transfer-paradox-eduardo-levy-yeyati-qvpgf/?trackingId=KPfd%2F3XubB8zazdaRJI2UQ%3D%3D	The knowledge transfer paradox		https://www.linkedin.com/pulse/knowledge-transfer-paradox-eduardo-levy-yeyati-qvpgf			candidate		yes	yes	the-knowledge-transfer-paradox.qmd	the-knowledge-transfer-paradox	
https://www.linkedin.com/pulse/human-factor-redefining-ai-frontier-eduardo-levy-yeyati-y5xxe/?trackingId=Rp%2BRTUC9g6U1thiFgfh3aw%3D%3D	The Human Factor: Redefining the AI frontier		https://www.linkedin.com/pulse/human-factor-redefining-ai-frontier-eduardo-levy-yeyati-y5xxe			candidate		yes	yes	the-human-factor-redefining-the-ai-frontier.qmd	the-human-factor-redefining-the-ai-frontier	
https://humanfactormovement.substack.com/p/what-is-knowledge-and-how-much-can?r=4bi4ux&utm_campaign=post&utm_medium=web&triedRedirect=true	What is knowledge (and how much can be captured and substituted by AI)?		https://humanfactormovement.substack.com/p/what-is-knowledge-and-how-much-can			candidate		yes	yes	what-is-knowledge-and-how-much-can-be-captured-and-substituted-by-ai.qmd	what-is-knowledge-and-how-much-can-be-captured-and-substituted-by-ai	
https://americasquarterly.org/article/why-ai-may-be-better-for-latin-america-than-you-think/	Why AI May Be Better for Latin America Than You Think		https://americasquarterly.org/article/why-ai-may-be-better-for-latin-america-than-you-think			candidate		yes	yes	why-ai-may-be-better-for-latin-america-than-you-think.qmd	why-ai-may-be-better-for-latin-america-than-you-think	
https://www.brookings.edu/articles/how-ai-can-support-teachers-in-latin-america/	How AI can support teachers in Latin America	Eduardo Levy Yeyati y Virginia Robano	https://www.brookings.edu/articles/how-ai-can-support-teachers-in-latin-america			candidate		yes	yes	how-ai-can-support-teachers-in-latin-america.qmd	how-ai-can-support-teachers-in-latin-america	
https://www.brookings.edu/articles/digital-footprints-and-job-matching-the-new-frontier-of-ai-driven-hiring/	Digital footprints and job matching: The new frontier of AI-driven hiring	Eduardo Levy Yeyati e Ian Seyal	https://www.brookings.edu/articles/digital-footprints-and-job-matching-the-new-frontier-of-ai-driven-hiring			candidate		yes	yes	digital-footprints-and-job-matching-the-new-frontier-of-ai-driven-hiring.qmd	digital-footprints-and-job-matching-the-new-frontier-of-ai-driven-hiring	
https://www.brookings.edu/articles/the-future-of-hiring-advantages-of-a-skill-based-ai-powered-hybrid-approach/	The future of hiring: Advantages of a skill-based, AI-powered, hybrid approach		https://www.brookings.edu/articles/the-future-of-hiring-advantages-of-a-skill-based-ai-powered-hybrid-approach			candidate		yes	yes	the-future-of-hiring-advantages-of-a-skill-based-ai-powered-hybrid-approach.qmd	the-future-of-hiring-advantages-of-a-skill-based-ai-powered-hybrid-approach	
https://www.utdt.edu/ver_contenido.php?id_contenido=25761&id_item_menu=31606	Generative AI in Education: A Framework for Leveraging Digital Tools in Latin American Classrooms	Eduardo Levy Yeyati, Virginia Robano, Emiliano Pereiro, Camila Porto, Víctor Koleszar	https://www.utdt.edu/ver_contenido.php?id_contenido=25761&id_item_menu=31606		dup_title_row_16	candidate		duplicate_csv_row	no		generative-ai-in-education-a-framework-for-leveraging-digital-tools-in-latin-ame	dup_title_row_16; same_title_pdf_and_utdt_pick_one
https://www.americasquarterly.org/article/deepseek-reveals-latin-americas-ai-crossroads/	DeepSeek Reveals Latin America’s AI Crossroads	Eduardo Levy Yeyati y Soledad Guilera	https://www.americasquarterly.org/article/deepseek-reveals-latin-americas-ai-crossroads			candidate		yes	yes	deepseek-reveals-latin-america-s-ai-crossroads.qmd	deepseek-reveals-latin-america-s-ai-crossroads	related_topic_see_posts_deepseek-atajo
https://www.lanacion.com.ar/economia/el-futuro-siempre-incierto-probablemente-no-sea-solo-tecnologico-sino-tambien-humano-nid15092024/	El futuro, siempre incierto, probablemente no sea solo tecnológico, sino también humano		https://www.lanacion.com.ar/economia/el-futuro-siempre-incierto-probablemente-no-sea-solo-tecnologico-sino-tambien-humano-nid15092024	15092024	dup_url_row_10	candidate		duplicate_csv_row	no		el-futuro-siempre-incierto-probablemente-no-sea-solo-tecnológico-sino-también-hu	dup_url_row_10
https://www.utdt.edu/ver_contenido.php?id_contenido=25391&id_item_menu=31606	AI regulation: A primer for Latin American lawmakers	Eduardo Levy Yeyati y Angeles Cortesi	https://www.utdt.edu/ver_contenido.php?id_contenido=25391&id_item_menu=31606			candidate		yes	yes	ai-regulation-a-primer-for-latin-american-lawmakers.qmd	ai-regulation-a-primer-for-latin-american-lawmakers	
https://automatizados.com.ar/	AUTOMATIZADOS: Vida y trabajo en tiempos de inteligencia artificial	Eduardo Levy Yeyati y Darío Judzik	https://automatizados.com.ar			candidate		yes	yes	automatizados-vida-y-trabajo-en-tiempos-de-inteligencia-artificial.qmd	automatizados-vida-y-trabajo-en-tiempos-de-inteligencia-artificial	
https://www.clarin.com/opinion/barrera-inteligencia-artificial-tecnologica-humana_0_kbGRScHzU9.html	La barrera a la Inteligencia Artificial no es tecnológica, sino humana	Darío Judzik	https://www.clarin.com/opinion/barrera-inteligencia-artificial-tecnologica-humana_0_kbGRScHzU9.html			candidate		yes	yes	la-barrera-a-la-inteligencia-artificial-no-es-tecnologica-sino-humana.qmd	la-barrera-a-la-inteligencia-artificial-no-es-tecnologica-sino-humana	
https://ciiar.org/ia-en-municipios-argentinos-el-tren-bala-que-no-podemos-perder/	IA en municipios argentinos: el tren bala que no podemos perder	Guadalupe Dorna	https://ciiar.org/ia-en-municipios-argentinos-el-tren-bala-que-no-podemos-perder			candidate		yes	yes	ia-en-municipios-argentinos-el-tren-bala-que-no-podemos-perder.qmd	ia-en-municipios-argentinos-el-tren-bala-que-no-podemos-perder	
https://www.lanacion.com.ar/economia/inteligencia-artificial-en-educacion-la-urgencia-de-amplificar-lo-humano-nid02112025/	Inteligencia Artificial en educación: la urgencia de amplificar lo humano	Guadalupe Dorna y Walter Sosa Escudero	https://www.lanacion.com.ar/economia/inteligencia-artificial-en-educacion-la-urgencia-de-amplificar-lo-humano-nid02112025	02112025		candidate		yes	yes	inteligencia-artificial-en-educacion-la-urgencia-de-amplificar-lo-humano.qmd	inteligencia-artificial-en-educacion-la-urgencia-de-amplificar-lo-humano	
https://www.utdt.edu/ver_nota_prensa.php?id_nota_prensa=22270&id_item_menu=6	Hacia una coalición de Inteligencia Artificial en América Latina: Desafíos y oportunidades para la transformación urbana	Soledad Guilera	https://www.utdt.edu/ver_nota_prensa.php?id_item_menu=6&id_nota_prensa=22270			candidate		yes	yes	hacia-una-coalicion-de-inteligencia-artificial-en-america-latina-desafios-y-oportunidades-para-la-transformacion-urbana.qmd	hacia-una-coalicion-de-inteligencia-artificial-en-america-latina-desafios-y-oportunidades-para-la-transformacion-urbana	
https://www.infobae.com/opinion/2025/04/29/inteligencia-artificial-en-los-gobiernos-locales/	Inteligencia artificial en los gobiernos locales		https://www.infobae.com/opinion/2025/04/29/inteligencia-artificial-en-los-gobiernos-locales			candidate		yes	yes	inteligencia-artificial-en-los-gobiernos-locales.qmd	inteligencia-artificial-en-los-gobiernos-locales	
